"","X","Y"
"78",0.333074078035452,0.143100409624162
"79",0.244633408711704,0.0091024690274531
"80",-0.382184379454006,-0.44960644557919
"81",0.5120152237145,0.150933670868166
"82",-0.393558131916176,-0.453064899466356
"83",0.00112376968972136,-0.251512732075881
"84",-0.452541143498284,-0.388679499939172
"85",-0.453786033615299,-0.425261016234927
"86",0.698311580747578,0.364078962724729
"87",-0.0444608266066743,-0.373858144068587
"88",-0.0780210071845307,-0.0706815245516903
"89",0.0446618403638035,-0.217194433833681
"90",0.0961504517227216,-0.00356390872429314
"91",0.311497360920166,0.54350567938413
"92",0.533227968686617,0.483405949767441
"93",-0.317009444639248,-0.176778779376593
"94",-0.402798731454779,-0.50172859870293
"95",-0.245520133133094,-0.372747750137821
"96",-0.38773360896734,-0.349616673069077
"97",0.590573941748095,0.395992598616964
"98",-0.241585243734067,-0.106602177664499
"99",-0.392291255743882,-0.255908676533888
"100",-0.245800066806096,-0.149742543223535
"101",0.260218602385612,0.243758084429776
"102",0.0354211447244835,0.14387432490769
"103",0.0158256341636342,-0.170628848281043
"104",-0.426403599279065,-0.275135400885423
"105",-0.153400724606313,-0.213337638918179
"106",0.658312948266555,0.711114868934973
"107",0.282608940018167,0.170746900353906
"108",0.662606615721336,0.696520603877627
"109",0.0276980049859362,-0.249505680871409
"110",-0.176180902015892,0.0737831300398908
"111",-0.224283443847693,-0.458725385850837
"112",-0.123691378834538,-0.0528168727764358
"113",0.0721760903513295,-0.0503272410695252
"114",0.146507053153188,0.62874127930433
"115",0.0898776914434352,0.190338700080274
"116",0.181346280931961,0.177767291908062
"117",0.481892875753021,0.551720600540271
"118",0.330956667080697,0.391145362170346
"119",0.039750845720174,0.0280591492584576
"120",-0.239964280656955,-0.122428256187813
"121",0.285368735232872,0.360735378523609
"122",0.165014268033165,0.133348297723449
"123",0.580221139058805,0.5205837564597
"124",-0.0767521126054043,-0.102539448584299
"125",-0.254526514713201,-0.300861397113037
"126",0.21026159172044,0.230244352175547
"127",-0.0726351301569195,-0.064275953619928
"128",0.398444849017914,0.182393272401469
"129",-0.302223207816538,-0.273000476410554
"130",-0.518163480704073,-0.475865766432776
"131",0.300940224774012,-0.0492928300674987
"132",0.0813532373351778,0.0484775707153619
"133",0.218416460628392,0.437643856317106
"134",-0.472935857412356,-0.424012072179133
"135",0.454872655208037,0.323227781796243
"136",0.296348135470286,0.272122839095179
"137",0.374427127698365,0.46249107700378
"138",0.215017979557657,0.179646785790487
"139",0.757033566373537,0.728951687156456
"140",-0.350088443852766,-0.326426961872611
"141",-0.140948085118971,-0.150577028947084
"142",0.15831741797502,0.105907431091079
"143",-0.372956093328658,-0.320339733268741
"144",0.050560746081889,0.224524044198758
"145",0.290074165012238,0.0940357689440086
"146",-0.210010784900349,-0.114992077118653
"147",0.144682562442296,0.129389094456872
"148",0.266363179382046,0.0245351179161567
"149",-0.126897412677051,-0.368902614344443
"150",-0.231384971167399,-0.0252781528771561
"151",0.43905039403889,0.309445810437103
"152",0.0305755772242463,0.015536264906305
"153",0.156757418472686,0.311104766470515
"154",-0.0536641085996426,-0.0683587610428617
"155",0.623918000099596,0.333964189415874
"156",-0.208887580794828,-0.279900460131995
"157",0.102319888023811,0.138918320320525
"158",0.225212896122291,0.361869496314047
"159",0.159509384258149,0.246229386822734
"160",0.198944310475092,0.203769742767693
"161",0.290927522167723,0.196464275121746
"162",-0.0111140812882683,-0.265304883019809
"163",-0.115729546115249,0.0957595609716107
"164",0.0417052331437074,-0.057794013409275
"165",-0.582136637696591,-0.504622838818622
"166",-0.376906522005325,-0.0773530627645855
"167",0.521428917620501,0.886930146629832
"168",-0.444288079461603,-0.419101250934534
"169",-0.379756227056407,-0.214521804000712
"170",0.278782252145828,0.242370957951017
"171",0.280545406435348,0.434986894292202
"172",0.497754178062517,0.315986998589751
"173",-0.0776447774913354,0.0232265996255556
"174",0.232566980736543,0.0814807809344543
"175",-0.254221088429088,-0.111396048293038
"176",-0.25735381259262,-0.312212705270075
"177",-0.101592286366747,0.0511320546727104
"178",0.0358062901433565,-0.252572921085504
"179",0.245493771167563,0.320978968220866
"180",-0.361868833680209,-0.293334895689009
"181",-0.334692612112209,-0.348977492253792
"182",-0.434867200643509,-0.275400188692214
"183",0.125163222961935,0.0707313541684757
"184",-0.396018395528745,-0.214627174135308
"185",0.303464739686653,0.152482958184473
"186",0.142520619273351,0.287611639881885
"187",0.0123413103996622,-0.0959421009839785
"188",0.139162302786866,0.10397393884387
"189",-0.0167270910177371,-0.182140353837002
"190",0.235644012918517,0.305841303918889
"191",-0.330547205541164,-0.43950538745177
"192",0.134408607288793,0.0364186371566499
"193",-0.232398933018851,-0.472945022121254
"194",0.0276383392999125,-0.0866207419729787
"195",0.287277486374144,0.32398178907259
"196",0.233600547814774,0.00258132358866545
"197",-0.236962653112721,-0.0311372705412924
"198",-0.0870656135165154,-0.235862661517491
"199",-0.210268636780071,-0.41857800401589
"200",-0.0997210450967653,-0.330735457494909
